Premise	Hypothesis	Label
where where i where i where i'm at right now is in a dorm and we don't have the uh we don't have cable so i just get regular TV but	I'm at a dorm right now, and we don't have cable so I just get regular TV.	entailment
That was 'bout soldiers of th' old time, too parts of it.	That was about soldiers of the new times, all parts of it.	contradictory
It recognized the potential for implementation problems in the first few years after the effective date of this statement.	The potential for implementation problems will never be recognized.	contradictory
yeah i live live and die with them	I live and die with them, that's right.	entailment
To make the play possibilities even more interesting and unpredictable, under the left wrist, there was a built-in operational panel with a choice of setting levels of aggression, bravery, childishness, obedience, intelligence and the need to spend time with a child diagnosed with ADHD.	There was a built-in panel with the controls.	entailment
They had enough food and water for the eight of them, but few other comforts and little room for further loss.	They were going to starve in a day.	contradictory
The settlement burgeoned, and it soon became evident that this was no mere garden suburb, but a major new city.	The settlement remained a poor, rural village.	contradictory
Marmalade lovers should ask for mermelada de naranja.	People who love marmalade should consider mermelada de naranja.	entailment
yeah the way people talk about uh there's not that it won't be as good as the NFL because uh there's not that many good or quality football players i can't believe that	I think people are right when they say it won't be as good as the NFL.	contradictory
To make direct reservations with a hotel, we have included addresses (all in California, abbreviated CA) and telephone/fax numbers.	To make a reservation, just stop in.	contradictory
Greetings, Dave Hanson.	I greet you Dave Hanson.	entailment
Further hunting gave him a few bits of dust from the star bits and some of the junk that had gone into shaping the planets.	The planets were shaped from the junk.	entailment
The wagons will circle to defend this last bastion of human conceit.	Nobody will come around to defend this idea.	contradictory
On ranches, border collie puppies are taken from the litter and tested for their instinctual desire to herd sheep.	Border collies are taken from their litters as puppies on ranches.	entailment
Such large-scale fund raising has confirmed Hong Kong's unique status as the Wall Street of China.	Honk Kong has been concreted as the Wall Street of China.	entailment
